id,name,category,serving_weight,serving_desc,emissions_per_serving,emissions_category_letter,emissions_category_description,carbon_label_url,preservation_methods,food_image_url,expiration_day
689a27be-40be-4fca-ac90-3aa2cdb473cc,salad dressing,Sauces and dressings,15,one tablespoon,4.60695,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
8880dc12-d943-4957-acb0-1a0c5965b025,soy sauce,Sauces and dressings,16,one tablespoon,0.22176,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
97135b07-0b1b-4abc-911a-5fd2076ddb03,stir fry sauce,Sauces and dressings,16,one tablespoon,0.22176,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
83046277-9b6c-4699-81f1-49aff4915047,sweet chilli sauce,Sauces and dressings,16,one tablespoon,0.22176,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
7f47e299-b741-4fe2-9480-625e4f48918d,tabasco sauce,Sauces and dressings,16,one tablespoon,0.22176,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
f1bcf78d-95d6-41ca-b21f-c0f6c6afd143,tahini,Sauces and dressings,15,one tablespoon,0.85195,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
92437bc5-e1bb-466e-8734-b41ef7d48f7f,tamari,Sauces and dressings,16,one tablespoon,0.22176,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
9d57f24b-e39c-4c29-838c-ffdd194a1cee,tomato ketchup,Sauces and dressings,17,one tablespoon,1.5402,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
5b781808-229d-4a30-8a20-3e0b11f40cfb,tomato sauce,Sauces and dressings,175,Half a jar,2.43244,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
00477bc3-8e7b-45a6-ab47-6e034de3a777,vegetable gravy,Sauces and dressings,240,one cup,0.22176,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
7983c6c3-1f69-4c2b-9d8a-ef6032c4cd88,vegetable stock,Sauces and dressings,240,one cup,0.22176,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
0c13eae0-e7b4-4a68-8a02-5d372f97ae29,vinegar,Sauces and dressings,15,one tablespoon,0.22176,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
68307369-f67c-45c4-99fc-c497ad23b8cd,worcestershire sauce,Sauces and dressings,16,one tablespoon,0.22176,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
13018a70-8d1b-4adf-9eb0-7e61c8fd1854,chocolate spread,"Spreads, jams, and honeys",20,one tablespoon,4.38825,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
2b629b57-101a-4085-b7d3-b83ff8db5b42,golden syrup,"Spreads, jams, and honeys",20,one tablespoon,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
2a2100ff-b0cf-49df-b18f-a16fc6e06716,hazelnut paste,"Spreads, jams, and honeys",20,one tablespoon,1.26646,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
8730c845-9863-4e9b-90f7-98105fa38637,hazelnut spread,"Spreads, jams, and honeys",20,one tablespoon,2.71,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
076350d1-ccf2-46ff-84c2-910219511659,honey,"Spreads, jams, and honeys",20,one tablespoon,1.6573,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
4ca8de75-e19a-4f34-ac7a-04e832af51bc,jam,"Spreads, jams, and honeys",20,one tablespoon,2.14587,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
16bd236f-c2bf-45a8-affb-1ac3ffc81031,maple syrup,"Spreads, jams, and honeys",20,one tablespoon,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
e3d2b530-a817-40ec-bd2e-f3fbc1bb960d,marmalade,"Spreads, jams, and honeys",20,one tablespoon,2.14587,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
d4820d26-9ae2-4b76-81e5-8da5c76453a5,peanut butter,"Spreads, jams, and honeys",16,one tablespoon,2.10667,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
c73bf5ec-d79b-4efd-836c-437010bfe2a8,treacle,"Spreads, jams, and honeys",20,one tablespoon,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
5a3398da-d7af-4959-a03f-7e62503b3bc4,artichoke,Vegetables,80,,0.3384,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
ab4dc10f-64d0-4b6b-a99d-0ca26e274a4a,asparagus,Vegetables,80,Three heaped serving spoons,7.032,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
59ded4ee-c54e-4519-bf21-e177fe0111b2,aubergine,Vegetables,150,one serving,3.095,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
1d61321a-aa6e-4e74-a0ad-087064813b6f,beetroot,Vegetables,113,one beetroot,1.136,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
1e691887-a1b9-4686-89da-f68f9bd21927,broccoli,Vegetables,80,Two large broccoli spears (or 8 small florets),1.0808,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,blanch and freeze brocolli,,
3f9261a4-90e4-464e-ae7b-b73b4ec1b408,brussels sprouts,Vegetables,80,Three heaped serving spoons,0.75,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
852f6b2b-e419-4be8-a3cb-7dfd13070893,cabbage,Vegetables,80,Three heaped serving spoons,0.622,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
9fafe410-f849-45d5-b22d-e3225ae59402,canned asparagus,Vegetables,200,half a can,4.184,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
614f7210-d36e-411e-8e79-37f18518f5fe,canned carrots,Vegetables,200,half a can,1.926,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
579a49dc-5b93-4d9c-8b1b-d140b51b5408,canned green beans,Vegetables,200,half a can,1.5316,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
4625249c-2c40-4bdf-8be7-c78237e933df,canned spinach,Vegetables,200,half a can,1.787,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
2e511fd6-6ae5-4a6b-a61b-69a31f45c4aa,canned sweetcorn,Vegetables,200,half a can,2.605,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
674f7518-1b90-4223-a662-b94027c0cff5,carrot,Vegetables,80,Three heaped serving spoons,1.1328,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,carrots stored submerged in water can last up to 1 month,https://medcitynews.com/wp-content/uploads/2017/11/GettyImages-166106089-600x464.jpg,10
940e0d4b-d64b-4808-8b3e-bcea0a058717,cauliflower,Vegetables,80,Three heaped serving spoons,0.9708,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
acbf7fb2-c76e-4fed-8ab7-f824e17f518b,cauliflower - pre-cut,Vegetables,80,Three heaped serving spoons,2.0208,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
ac6af654-eb2e-4ed8-bf19-c99f70e0c50f,celery,Vegetables,50,one stalk,0.844,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
ec4237e1-35f9-4c7f-9bdc-9d68da31f842,chilli pepper,Vegetables,15,"Small, fresh chilli pepper",2.0192,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
31a8d76b-21c6-43f9-abb1-ed651605bf39,corn on the cob,Vegetables,80,Three heaped serving spoons,1.5756,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
f15652ba-9933-44b8-806b-4b4794131650,courgette,Vegetables,80,Three heaped serving spoons,0.8606,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
5f32dc5d-fb9f-47a4-afa0-7ac1ff68d8bb,cucumber,Vegetables,80,5cm piece of cucumber,1.928,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,blanch and freeze cucumber,https://www.rijkzwaanusa.com/sites/default/files/styles/image_450x450/public/varieties/5151_Verdon%20RZ_1.jpg?itok=Hv0euURS,4
9d5e368d-d3a3-4fd1-88b6-90cf77376205,dried and canned peas,Vegetables,200,half a can,2.324,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
c95914a3-816a-48fc-b3d5-a648d2abd4c4,dried peas (shelled),Vegetables,80,Three heaped serving spoons,2.388,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
77a09dd9-7319-4b26-a0e2-c9b28b3d248c,frozen asparagus,Vegetables,80,Three heaped serving spoons,3.044,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
c18bf43c-47d6-4168-8cbc-b01f291bdb67,frozen brussels sprouts,Vegetables,80,Three heaped serving spoons,1.875,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
54214399-0e9e-4567-82f8-ad967f9f7016,frozen carrots,Vegetables,80,Three heaped serving spoons,2.443,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
e6c460b3-fd4d-49ba-a48f-885679157c94,frozen cauliflower,Vegetables,80,Three heaped serving spoons,2.2708,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
b450aca9-e6cf-455a-8275-77740ccec4bf,frozen green beans,Vegetables,80,Three heaped serving spoons,1.6846,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
0e102ba3-6e68-4a4e-afaa-204dab59a796,frozen onion,Vegetables,80,Three heaped serving spoons,2.308,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
8d2f8687-0ba4-47ea-9b38-332b379fe55f,frozen peas,Vegetables,80,Three heaped serving spoons,2.508,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
2ce9cd4c-f5fe-4493-adb2-4f973191451d,frozen spinach,Vegetables,80,Three heaped serving spoons,1.571,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
4dee9300-16a3-47db-a7b5-a9d6b7e2c2c6,frozen sweetcorn,Vegetables,80,Three heaped serving spoons,2.5241,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
0ba61d58-72ae-4e0e-b466-7c47c12d0372,garlic,Vegetables,3,one clove,0.45235,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
789fe3b3-3451-4e2e-83b3-8a515facf7b4,ginger,Vegetables,7,One thumb or a tablespoon of chopped ginger,0.45235,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
ccf32c22-fb73-46a2-a888-247276400391,green beans,Vegetables,80,Three heaped serving spoons,5.6684,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
8180856d-0b24-4700-905a-02f87adc65f6,green peppers,Vegetables,80,Three heaped serving spoons,2.0192,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
af23a9ec-284a-44da-9283-8c51cb990ea1,jalepeno pepper,Vegetables,15,"Small, fresh chilli pepper",2.0192,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
54b30d3b-84e3-4566-9414-414dd175e9a4,kale,Vegetables,198,one bunch,1.6093,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
8498e46e-04c3-4718-b74c-79c6612aa015,leek,Vegetables,80,,1.0512,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
47dc91e2-f81d-43c0-9681-8cd02d271674,lettuce,Vegetables,80,Three heaped serving spoons,1.6093,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
0a775a75-3aa4-474b-8cfc-4a71d022d65b,mushrooms,Vegetables,80,Three heaped serving spoons,1.40454,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
b8270521-5a1e-4c69-9ebf-692a9b8b3f57,onion,Vegetables,160,1 onion,1.0512,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
aaefcbd5-6a6a-4a88-951a-718f3d5de45c,packaged sweetcorn,Vegetables,80,Three heaped serving spoons,2.4064,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
a092944e-3e87-4e4f-9f26-fe64277bb60c,parsnips,Vegetables,80,Three heaped serving spoons,0.67763,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
11444693-21a3-43cf-b309-239c466040de,peas,Vegetables,80,Three heaped serving spoons,4.228,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
0204f8e8-1b29-464f-af62-ac363e50035a,peppers,Vegetables,80,Three heaped serving spoons,2.0192,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
2ccb20af-1026-438e-b254-4fc5ce2ddc19,pickled beetroot,Vegetables,113,one beetroot,3.608,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
90f4a8d3-d34d-44e5-b5b9-b32161bef57e,pickled cabbage,Vegetables,80,Three heaped serving spoons,2.569,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
d6a1b89c-3ab4-4cfb-9f45-7a7be7e6fcee,pickled cucumber,Vegetables,80,,4.074,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
12061d46-1d1e-4fa2-9c90-82d80e23c9a0,pickled onion,Vegetables,80,,2.5428,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
b7c32e54-267d-435f-b258-a1f1461e46c2,pickled peppers,Vegetables,80,,3.8396,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
a8aaa6e6-1931-4c26-a096-c6ce212ef5ff,pre-chopped carrots,Vegetables,80,Three heaped serving spoons,2.161,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
bbdd9ef2-6585-4d0e-bd9f-7fdc4b67b783,pre-cut cabbage,Vegetables,80,Three heaped serving spoons,1.372,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
09ef5221-bcce-4961-a1eb-3babb2a58ccb,pre-cut lettuce,Vegetables,80,Three heaped serving spoons,2.0634,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
c01ad792-94a7-4474-bae4-2508fccbdbe5,red onion,Vegetables,120,one red onion,1.0512,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
52a5968a-d656-4f21-a117-f65facf119a6,red peppers,Vegetables,80,Three heaped serving spoons,2.0192,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
61adbb38-f0af-46e3-9c62-dbce7cfa6bc3,rhubarb,Vegetables,133,one stick,0.844,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
e28506af-13fd-406f-959b-9316ccc1fad1,rocket,Vegetables,25,handful,1.6093,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
c6fbc007-743d-4501-a728-9e7c8321ba08,salad leaves,Vegetables,198,one bunch,1.6093,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
677a2cdc-f52b-42a9-882a-d1972ec9f80c,shallot,Vegetables,40,two shallots,1.0512,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
9e4641f7-3f99-42f5-aab2-fb3c8177822c,shelled and canned peas,Vegetables,200,half a can,2.476,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
2f45ec99-e4c3-4e40-bf05-f00dfce5e054,spinach,Vegetables,80,Three heaped serving spoons,1.4566,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
5980d36b-dd33-4209-be14-f5bff93dc70b,split and canned peas,Vegetables,200,half a can,2.324,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
861a4735-8e14-4c41-b213-3f1cd18d8797,spring onion,Vegetables,45,three spring onions,1.0512,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
3c889586-09fc-46c8-b4af-7bff32d7ac20,squash,Vegetables,140,one cup,1.162,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
9103339f-ebd0-404d-bbd6-3d833bba703c,swedes,Vegetables,80,Three heaped serving spoons,0.67763,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
07093ffc-7e90-4a06-a47d-e06af01b8296,turnips,Vegetables,80,Three heaped serving spoons,0.67763,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
bb23c63e-79ee-4ffe-9a4d-3086636e877e,unshelled peas,Vegetables,80,Three heaped serving spoons,3.936,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
f9d75e83-6544-46ad-bdf5-65f23141e4a0,vegetables,Vegetables,80,,2.038,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
d0bb3d24-f983-4d6d-b8b2-be21fb4400c1,watercress,Vegetables,25,handful,1.6093,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
0dbc5a18-0a72-46e2-a51a-041087ff4a68,new potato,Potatoes,180,three new potatoes,1.273,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
6c6eab47-6824-436b-92ea-59bc6092f084,plant-based yogurt,Dairy and alternatives,120,About 4 tablespoons,0.733356667,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
453acf09-cb82-466a-be34-8369f52e305f,vegan chocolate,Biscuits and confectionery,30,six squares,1.92111,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
4c736af2-ef91-42fb-8c7f-f3e23b9dcaa3,chilli paste,Cupboard,1.082048893,one tablespoon,0.22176,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
45c80dca-ebf2-484a-882c-fde8d957f426,garlic clove,Vegetables,3,one clove,0.45235,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
94c116c6-ca12-4c1e-bf69-9e9353e013aa,salsa,Sauces and dressings,175,Half a jar,2.43244,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
3d49f3ea-a878-4547-b2e7-345284f4e281,sriracha,Sauces and dressings,16,one tablespoon,0.22176,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
98745cce-ca06-4b7c-a8ff-9cf8f645da54,Coleslaw,Sauces and dressings,14,one tablespoon,4.02956,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
5cb0c669-e3f5-4ca6-8f20-79bf1f420b98,fruit pie,Bakery,120,one slice,0.80962,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
43bdb415-c471-44b2-b7c5-9636e48d4db3,pork sausage,Meat and alternatives,84,one sausage,6.62826,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
295ebd65-370b-4098-8ca1-81019f86a580,cheesecake,Bakery,120,,5.48242,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
